record_id,subject_id,externalid,groupid,device_type,signal_type,source_file,source_path,record_time_raw,record_time,native_fs,unit,duration_sec,lead_or_channel_info,parse_status,quality_status,quality_reason,pair_status,paired_d12_record_id,pair_reason,uniqueid,healthid,recordschema,sample_count,qc_status,qc_reason,qc_checks
acceleration_e3c5c6f21ba6c1,HNU11097,HNU11097,cee695c4f62f4c1d9e0c2cf239ef1bd3,watch,acceleration,acceleration-1785139264209-b8c7ead5d731475db86827d8d79b1088.zip,Data/acceleration/acceleration-1785139264209-b8c7ead5d731475db86827d8d79b1088.zip,2026/7/27 15:59,2026-07-27 15:59:00,,,,"x,y,z",read_error,reject,signal ZIP cannot be parsed; duration <30 sec; no numeric samples; sampling rate unavailable,paired_exact_subject_id,d12_ccd7eeac0e672a,exact HNU matches one d12 record,c9db91e588884a61833d7fc8c983cbb6,e9ccb37ba6514cd08242f26c737843e1,1,,reject,signal ZIP cannot be parsed; duration <30 sec; no numeric samples; sampling rate unavailable,"parse,timestamp,gap,duration,constant,NaN/Inf"
